PurchaseID,CustomerID,ProductID,ProductDescription,ProductCategory,PurchaseAmount,PurchaseDate
PU02425,C160,P68,Skipping Rope,Fitness & Sports,78.47,2024-11-21
PU02427,C173,P26,E-Reader,Tech & Electronics,431.03,2024-08-07
PU02428,C376,P17,Laptop,Tech & Electronics,484.41,2024-03-16
PU02430,C181,P71,Pull-Up Bar,Fitness & Sports,150.14,2024-12-09
PU02431,C068,P100,Comic Book,Books & Stationery,72.03,2024-02-24
PU02433,C165,P38,Recliner Chair,Home & Furniture,439.91,2024-04-28
PU02434,C200,P39,Patio Set,Home & Furniture,840.28,2024-10-08
PU02435,C130,P66,Boxing Gloves,Fitness & Sports,270.52,2024-04-30
PU02436,C498,P102,Self-Help Book,Books & Stationery,21.57,2024-06-15
PU02437,C398,P120,Toy Train Set,Toys & Games,95.58,2024-11-03
PU02438,C493,P96,Sketchpad,Books & Stationery,11.01,2024-12-24
PU02440,C280,P69,Hiking Boots,Fitness & Sports,412.86,2024-01-10
PU02441,C082,P30,Desktop Computer,Tech & Electronics,191.52,2024-12-16
PU02442,C193,P23,4K TV,Tech & Electronics,70.03,2024-10-08
PU02443,C355,P44,Bed Frame,Home & Furniture,291.65,2024-11-04
PU02444,C213,P08,Polo Shirt,Clothing & Apparel,79.88,2024-02-12
PU02447,C214,P84,Watch,Accessories & Lifestyle,149.74,2024-08-12
PU02448,C125,P03,Jeans,Clothing & Apparel,71.95,2024-04-27
PU02449,C360,P86,Phone Case,Accessories & Lifestyle,87.22,2024-05-28
PU02452,C042,P24,Streaming Stick,Tech & Electronics,424.2,2024-04-20
PU02453,C459,P98,Children's Storybook,Books & Stationery,11.93,2024-05-08
PU02454,C213,P80,Leather Belt,Accessories & Lifestyle,19.46,2024-01-13
PU02455,C105,P17,Laptop,Tech & Electronics,130.55,2024-08-01
PU02456,C288,P54,Rice Cooker,Kitchen & Appliances,54.77,2024-04-10
PU02457,C459,P09,Swimwear,Clothing & Apparel,31.02,2024-11-20
PU02458,C157,P28,Home Security Camera,Tech & Electronics,183.73,2024-06-27
PU02459,C362,P110,Stuffed Animal,Toys & Games,93.75,2024-11-08
PU02460,C018,P06,Running Shorts,Clothing & Apparel,22.94,2024-03-23
PU02462,C130,P19,Smartwatch,Tech & Electronics,76.81,2024-11-08
PU02463,C358,P49,Electric Kettle,Kitchen & Appliances,227.72,2024-01-29
PU02465,C289,P19,Smartwatch,Tech & Electronics,101.88,2024-01-05
PU02467,C368,P33,Bookshelf,Home & Furniture,321.69,2024-04-24
PU02469,C119,P116,Card Game,Toys & Games,89.69,2024-08-25
PU02470,C367,P14,Joggers,Clothing & Apparel,49.28,2024-09-21
PU02474,C430,P48,Air Fryer,Kitchen & Appliances,290.36,2024-05-11
PU02475,C499,P51,Toaster,Kitchen & Appliances,102.35,2024-11-08
PU02477,C139,P98,Children's Storybook,Books & Stationery,27.76,2024-01-28
PU02478,C413,P01,Men's T-Shirt,Clothing & Apparel,84.95,2024-08-05
PU02479,C371,P18,Tablet,Tech & Electronics,85.2,2024-08-22
PU02480,C358,P42,Storage Ottoman,Home & Furniture,473.11,2024-02-19
PU02481,C424,P05,Casual Sneakers,Clothing & Apparel,99.28,2024-08-26
PU02483,C422,P54,Rice Cooker,Kitchen & Appliances,281.42,2024-07-21
PU02484,C303,P30,Desktop Computer,Tech & Electronics,166.57,2024-11-27
PU02485,C257,P30,Desktop Computer,Tech & Electronics,270.95,2024-03-11
PU02488,C274,P47,Microwave Oven,Kitchen & Appliances,113.09,2024-11-26
PU02489,C369,P78,Wallet,Accessories & Lifestyle,11.78,2024-11-17
PU02490,C382,P76,Handbag,Accessories & Lifestyle,129.79,2024-04-27
PU02491,C010,P48,Air Fryer,Kitchen & Appliances,102.9,2024-12-24
PU02492,C143,P54,Rice Cooker,Kitchen & Appliances,109.42,2024-03-22
PU02493,C219,P41,Wardrobe,Home & Furniture,449.21,2024-05-04
PU02497,C341,P06,Running Shorts,Clothing & Apparel,71.51,2024-09-09
PU02498,C147,P31,Office Chair,Home & Furniture,96.81,2024-01-02
PU02499,C112,P08,Polo Shirt,Clothing & Apparel,81.57,2024-05-17
PU02500,C353,P100,Comic Book,Books & Stationery,34.76,2024-12-25
PU02501,C156,P96,Sketchpad,Books & Stationery,25.84,2024-04-04
PU02503,C306,P43,Wall Shelf,Home & Furniture,169.95,2024-07-06
PU02505,C499,P11,Athletic Socks,Clothing & Apparel,56.1,2024-05-19
PU02506,C185,P28,Home Security Camera,Tech & Electronics,302.31,2024-11-21
PU02507,C260,P13,Raincoat,Clothing & Apparel,72.15,2024-07-21
PU02508,C375,P61,Tennis Racket,Fitness & Sports,292.8,2024-04-18
PU02509,C268,P116,Card Game,Toys & Games,176.12,2024-02-01
PU02510,C464,P11,Athletic Socks,Clothing & Apparel,181.35,2024-05-02
PU02511,C328,P43,Wall Shelf,Home & Furniture,730.59,2024-12-30
PU02512,C292,P67,Exercise Bike,Fitness & Sports,189.41,2024-11-03
PU02513,C188,P23,4K TV,Tech & Electronics,338.14,2024-11-12
PU02514,C224,P26,E-Reader,Tech & Electronics,100.31,2024-03-28
PU02516,C345,P61,Tennis Racket,Fitness & Sports,257.65,2024-03-13
PU02518,C352,P91,Novel,Books & Stationery,20.45,2024-02-11
PU02519,C177,P41,Wardrobe,Home & Furniture,324.39,2024-07-05
PU02520,C254,P71,Pull-Up Bar,Fitness & Sports,252.38,2024-12-05
PU02521,C247,P99,History Book,Books & Stationery,10.77,2024-01-15
PU02522,C268,P91,Novel,Books & Stationery,66.3,2024-01-02
PU02523,C202,P59,Dish Rack,Kitchen & Appliances,288.42,2024-04-02
PU02524,C472,P82,Key Organizer,Accessories & Lifestyle,184.72,2024-01-11
PU02525,C211,P37,Coffee Table,Home & Furniture,258.49,2024-12-03
PU02526,C057,P54,Rice Cooker,Kitchen & Appliances,55.72,2024-03-02
PU02527,C095,P17,Laptop,Tech & Electronics,256.32,2024-06-24
PU02529,C004,P01,Men's T-Shirt,Clothing & Apparel,175.16,2024-11-26
PU02530,C325,P103,Language Workbook,Books & Stationery,37.85,2024-02-06
PU02531,C224,P102,Self-Help Book,Books & Stationery,32.4,2024-05-25
PU02532,C107,P44,Bed Frame,Home & Furniture,104.68,2024-01-21
PU02533,C413,P52,Espresso Machine,Kitchen & Appliances,239.63,2024-12-15
PU02534,C070,P85,Scarf,Accessories & Lifestyle,77.92,2024-07-17
PU02535,C401,P61,Tennis Racket,Fitness & Sports,246.26,2024-09-15
PU02536,C340,P99,History Book,Books & Stationery,40.05,2024-02-29
PU02537,C326,P03,Jeans,Clothing & Apparel,116.09,2024-10-03
PU02538,C350,P21,Bluetooth Speaker,Tech & Electronics,220.92,2024-05-19
PU02539,C460,P94,Travel Guide,Books & Stationery,20.29,2024-03-02
PU02540,C286,P25,Digital Camera,Tech & Electronics,386.75,2024-12-11
PU02541,C029,P13,Raincoat,Clothing & Apparel,108.05,2024-07-13
PU02542,C105,P53,Food Processor,Kitchen & Appliances,213.99,2024-12-24
PU02543,C076,P36,Sofa,Home & Furniture,164.9,2024-07-27
PU02544,C277,P91,Novel,Books & Stationery,38.16,2024-09-27
PU02545,C492,P30,Desktop Computer,Tech & Electronics,193.75,2024-03-10
PU02546,C185,P27,VR Headset,Tech & Electronics,438.05,2024-12-15
PU02547,C122,P119,Dollhouse,Toys & Games,51.95,2024-04-23
PU02548,C009,P68,Skipping Rope,Fitness & Sports,530.2,2024-10-05
PU02549,C025,P104,Art Book,Books & Stationery,10.8,2024-02-24
PU02550,C472,P66,Boxing Gloves,Fitness & Sports,285.84,2024-07-23
PU02552,C205,P09,Swimwear,Clothing & Apparel,96.78,2024-03-21
PU02553,C283,P23,4K TV,Tech & Electronics,357.29,2024-08-15
PU02554,C363,P50,Cookware Set,Kitchen & Appliances,34.81,2024-01-13
PU02555,C129,P35,Bedside Table,Home & Furniture,158.89,2024-12-24
PU02556,C399,P116,Card Game,Toys & Games,65.33,2024-01-29
PU02558,C496,P43,Wall Shelf,Home & Furniture,72.07,2024-08-25
PU02560,C179,P51,Toaster,Kitchen & Appliances,114.55,2024-09-14
PU02561,C151,P50,Cookware Set,Kitchen & Appliances,263.35,2024-01-14
PU02563,C164,P69,Hiking Boots,Fitness & Sports,42.67,2024-09-04
PU02564,C187,P82,Key Organizer,Accessories & Lifestyle,89.36,2024-12-10
PU02565,C434,P35,Bedside Table,Home & Furniture,385.35,2024-08-13
PU02569,C088,P35,Bedside Table,Home & Furniture,426.42,2024-11-02
PU02570,C147,P87,Umbrella,Accessories & Lifestyle,106.67,2024-04-07
PU02571,C217,P32,Standing Desk,Home & Furniture,431.61,2024-12-16
PU02572,C362,P41,Wardrobe,Home & Furniture,305.73,2024-01-20
PU02574,C195,P88,Jewelry Box,Accessories & Lifestyle,145.52,2024-11-10
PU02576,C216,P61,Tennis Racket,Fitness & Sports,288.83,2024-12-02
PU02577,C270,P93,Science Fiction Book,Books & Stationery,69.27,2024-03-18
PU02578,C016,P52,Espresso Machine,Kitchen & Appliances,274.37,2024-02-02
PU02579,C121,P120,Toy Train Set,Toys & Games,95.07,2024-12-09
PU02580,C333,P59,Dish Rack,Kitchen & Appliances,117.18,2024-12-19
PU02581,C172,P01,Men's T-Shirt,Clothing & Apparel,89.62,2024-04-03
PU02582,C396,P88,Jewelry Box,Accessories & Lifestyle,103.29,2024-10-24
PU02584,C014,P06,Running Shorts,Clothing & Apparel,32.8,2024-12-15
PU02585,C447,P98,Children's Storybook,Books & Stationery,25.39,2024-07-31
PU02586,C332,P48,Air Fryer,Kitchen & Appliances,116.94,2024-05-28
PU02587,C171,P78,Wallet,Accessories & Lifestyle,55.46,2024-11-12
PU02588,C486,P51,Toaster,Kitchen & Appliances,154.92,2024-11-11
PU02589,C335,P102,Self-Help Book,Books & Stationery,14.92,2024-10-08
PU02590,C200,P99,History Book,Books & Stationery,93.77,2024-05-19
PU02592,C164,P01,Men's T-Shirt,Clothing & Apparel,51.03,2024-02-14
PU02593,C426,P31,Office Chair,Home & Furniture,374.77,2024-09-05
PU02595,C445,P59,Dish Rack,Kitchen & Appliances,117.09,2024-09-19
PU02597,C336,P55,Ice Cream Maker,Kitchen & Appliances,116.4,2024-06-07
PU02598,C131,P72,Cycling Shorts,Fitness & Sports,115.61,2024-12-29
PU02599,C130,P41,Wardrobe,Home & Furniture,204.17,2024-10-29
PU02600,C190,P110,Stuffed Animal,Toys & Games,58.8,2024-02-11
PU02601,C068,P79,Sunglasses,Accessories & Lifestyle,187.87,2024-03-30
PU02602,C363,P49,Electric Kettle,Kitchen & Appliances,62.93,2024-02-21
PU02603,C122,P90,Smart Key Finder,Accessories & Lifestyle,50.22,2024-12-24
PU02604,C477,P48,Air Fryer,Kitchen & Appliances,91.1,2024-09-16
PU02605,C180,P59,Dish Rack,Kitchen & Appliances,549.01,2024-04-24
PU02606,C401,P68,Skipping Rope,Fitness & Sports,107.51,2024-08-05
PU02607,C260,P87,Umbrella,Accessories & Lifestyle,21.2,2024-10-10
PU02609,C474,P84,Watch,Accessories & Lifestyle,132.16,2024-05-02
PU02610,C287,P79,Sunglasses,Accessories & Lifestyle,89.51,2024-11-16
PU02611,C459,P11,Athletic Socks,Clothing & Apparel,35.52,2024-04-10
PU02616,C088,P82,Key Organizer,Accessories & Lifestyle,112.88,2024-08-26
PU02617,C487,P36,Sofa,Home & Furniture,390.4,2024-09-22
PU02618,C391,P69,Hiking Boots,Fitness & Sports,150.43,2024-03-31
PU02619,C207,P90,Smart Key Finder,Accessories & Lifestyle,163.05,2024-04-07
PU02620,C137,P84,Watch,Accessories & Lifestyle,119.44,2024-11-09
PU02621,C109,P13,Raincoat,Clothing & Apparel,77.75,2024-12-26
PU02622,C254,P102,Self-Help Book,Books & Stationery,19.58,2024-10-04
PU02623,C037,P15,Summer Dress,Clothing & Apparel,58.34,2024-02-14
PU02624,C083,P90,Smart Key Finder,Accessories & Lifestyle,92.63,2024-03-30
PU02626,C145,P42,Storage Ottoman,Home & Furniture,147.87,2024-05-09
PU02627,C248,P85,Scarf,Accessories & Lifestyle,28.43,2024-06-23
PU02628,C167,P54,Rice Cooker,Kitchen & Appliances,209.7,2024-10-26
PU02629,C238,P69,Hiking Boots,Fitness & Sports,218.43,2024-06-01
PU02630,C500,P120,Toy Train Set,Toys & Games,11.38,2024-01-28
PU02631,C423,P13,Raincoat,Clothing & Apparel,46.11,2024-04-07
PU02632,C340,P119,Dollhouse,Toys & Games,19.43,2024-04-01
PU02634,C352,P36,Sofa,Home & Furniture,792.23,2024-11-27
PU02635,C062,P14,Joggers,Clothing & Apparel,23.81,2024-09-14
PU02636,C376,P61,Tennis Racket,Fitness & Sports,155.11,2024-05-26
PU02637,C469,P90,Smart Key Finder,Accessories & Lifestyle,142.64,2024-01-11
PU02638,C117,P69,Hiking Boots,Fitness & Sports,70.56,2024-01-22
PU02639,C374,P42,Storage Ottoman,Home & Furniture,394.29,2024-03-08
PU02640,C027,P50,Cookware Set,Kitchen & Appliances,54.75,2024-02-02
PU02641,C223,P61,Tennis Racket,Fitness & Sports,97.58,2024-06-20
PU02642,C453,P15,Summer Dress,Clothing & Apparel,92.6,2024-04-25
PU02643,C138,P108,Building Blocks,Toys & Games,65.02,2024-12-04
PU02644,C187,P08,Polo Shirt,Clothing & Apparel,85.68,2024-09-03
PU02645,C481,P61,Tennis Racket,Fitness & Sports,82.57,2024-03-11
PU02646,C178,P69,Hiking Boots,Fitness & Sports,129.98,2024-01-23
PU02647,C235,P11,Athletic Socks,Clothing & Apparel,95.7,2024-11-02
PU02648,C339,P28,Home Security Camera,Tech & Electronics,306.95,2024-08-30
PU02649,C314,P98,Children's Storybook,Books & Stationery,39.3,2024-03-06
PU02651,C409,P103,Language Workbook,Books & Stationery,32.96,2024-12-25
PU02652,C130,P108,Building Blocks,Toys & Games,54.74,2024-12-24
PU02653,C396,P42,Storage Ottoman,Home & Furniture,300.33,2024-09-22
PU02655,C484,P30,Desktop Computer,Tech & Electronics,107.97,2024-07-09
PU02656,C415,P35,Bedside Table,Home & Furniture,107.2,2024-11-12
PU02657,C125,P55,Ice Cream Maker,Kitchen & Appliances,90.05,2024-06-09
PU02658,C278,P06,Running Shorts,Clothing & Apparel,84.92,2024-11-03
PU02661,C177,P82,Key Organizer,Accessories & Lifestyle,107.22,2024-07-24
PU02663,C330,P104,Art Book,Books & Stationery,41.2,2024-11-13
PU02664,C436,P15,Summer Dress,Clothing & Apparel,51.31,2024-08-24
PU02666,C428,P104,Art Book,Books & Stationery,39.48,2024-01-19
PU02669,C483,P27,VR Headset,Tech & Electronics,199.01,2024-12-13
PU02670,C187,P44,Bed Frame,Home & Furniture,219.88,2024-10-22
PU02675,C004,P85,Scarf,Accessories & Lifestyle,77.81,2024-12-09
PU02676,C279,P29,Portable Power Bank,Tech & Electronics,397.85,2024-04-15
PU02677,C052,P09,Swimwear,Clothing & Apparel,67.96,2024-09-17
PU02678,C128,P01,Men's T-Shirt,Clothing & Apparel,94.61,2024-01-06
PU02680,C473,P36,Sofa,Home & Furniture,131.39,2024-12-14
PU02681,C205,P94,Travel Guide,Books & Stationery,25.47,2024-01-30
PU02682,C107,P36,Sofa,Home & Furniture,51.85,2024-04-25
PU02683,C372,P91,Novel,Books & Stationery,28.84,2024-11-18
PU02684,C053,P08,Polo Shirt,Clothing & Apparel,56.85,2024-11-28
PU02685,C052,P35,Bedside Table,Home & Furniture,257.83,2024-12-13
PU02686,C352,P90,Smart Key Finder,Accessories & Lifestyle,165.14,2024-07-03
PU02688,C141,P82,Key Organizer,Accessories & Lifestyle,16.19,2024-06-29
PU02689,C069,P84,Watch,Accessories & Lifestyle,71.47,2024-07-11
PU02690,C267,P120,Toy Train Set,Toys & Games,46.06,2024-01-10
PU02691,C303,P35,Bedside Table,Home & Furniture,229.29,2024-01-02
PU02693,C087,P53,Food Processor,Kitchen & Appliances,99.77,2024-12-30
PU02694,C345,P120,Toy Train Set,Toys & Games,46.18,2024-02-18
PU02695,C169,P30,Desktop Computer,Tech & Electronics,378.36,2024-09-19
PU02696,C367,P55,Ice Cream Maker,Kitchen & Appliances,39.44,2024-05-26
PU02697,C067,P28,Home Security Camera,Tech & Electronics,476.45,2024-02-22
PU02698,C435,P100,Comic Book,Books & Stationery,17.88,2024-01-19
PU02700,C247,P79,Sunglasses,Accessories & Lifestyle,141.8,2024-03-01
PU02701,C299,P104,Art Book,Books & Stationery,19.83,2024-06-25
PU02702,C451,P25,Digital Camera,Tech & Electronics,283.87,2024-12-12
PU02704,C499,P32,Standing Desk,Home & Furniture,95.96,2024-06-04
PU02708,C498,P27,VR Headset,Tech & Electronics,197.14,2024-03-09
PU02709,C015,P23,4K TV,Tech & Electronics,229.29,2024-12-17
PU02710,C445,P97,Planner,Books & Stationery,21.15,2024-07-31
PU02711,C143,P44,Bed Frame,Home & Furniture,417.83,2024-07-19
PU02712,C262,P93,Science Fiction Book,Books & Stationery,39.78,2024-01-03
PU02714,C392,P36,Sofa,Home & Furniture,109.45,2024-10-01
PU02715,C016,P71,Pull-Up Bar,Fitness & Sports,69.81,2024-02-22
PU02717,C369,P76,Handbag,Accessories & Lifestyle,44.73,2024-02-10
PU02718,C159,P51,Toaster,Kitchen & Appliances,258.95,2024-12-11
PU02719,C096,P41,Wardrobe,Home & Furniture,328.77,2024-11-20
PU02720,C057,P24,Streaming Stick,Tech & Electronics,364.64,2024-10-20
PU02721,C248,P53,Food Processor,Kitchen & Appliances,69.38,2024-08-30
PU02722,C147,P08,Polo Shirt,Clothing & Apparel,77.43,2024-03-11
PU02723,C167,P49,Electric Kettle,Kitchen & Appliances,87.73,2024-05-09
PU02724,C448,P55,Ice Cream Maker,Kitchen & Appliances,152.49,2024-02-10
PU02725,C400,P110,Stuffed Animal,Toys & Games,147.99,2024-11-21
PU02726,C168,P28,Home Security Camera,Tech & Electronics,75.68,2024-04-03
PU02727,C175,P93,Science Fiction Book,Books & Stationery,33.86,2024-01-16
PU02728,C260,P80,Leather Belt,Accessories & Lifestyle,23.64,2024-07-07
PU02729,C072,P09,Swimwear,Clothing & Apparel,79.37,2024-04-17
PU02730,C197,P72,Cycling Shorts,Fitness & Sports,90.51,2024-06-19
PU02731,C207,P83,Luggage Set,Accessories & Lifestyle,143.92,2024-02-04
PU02732,C095,P30,Desktop Computer,Tech & Electronics,226.86,2024-03-07
PU02733,C093,P114,Play Kitchen Set,Toys & Games,67.14,2024-03-05
PU02735,C333,P116,Card Game,Toys & Games,18.92,2024-03-25
PU02737,C236,P55,Ice Cream Maker,Kitchen & Appliances,121.95,2024-04-16
PU02738,C039,P18,Tablet,Tech & Electronics,211.93,2024-05-29
PU02739,C422,P91,Novel,Books & Stationery,47.97,2024-03-13
PU02742,C386,P97,Planner,Books & Stationery,42.33,2024-05-03
PU02743,C384,P39,Patio Set,Home & Furniture,179.2,2024-01-16
PU02746,C391,P110,Stuffed Animal,Toys & Games,18.95,2024-09-30
PU02747,C113,P53,Food Processor,Kitchen & Appliances,174.86,2024-05-28
PU02750,C152,P38,Recliner Chair,Home & Furniture,496.44,2024-10-24
PU02751,C441,P37,Coffee Table,Home & Furniture,91.99,2024-11-14
PU02753,C301,P35,Bedside Table,Home & Furniture,185.12,2024-08-29
PU02754,C179,P09,Swimwear,Clothing & Apparel,59.57,2024-12-12
PU02755,C487,P79,Sunglasses,Accessories & Lifestyle,86.53,2024-09-04
PU02756,C456,P18,Tablet,Tech & Electronics,247.54,2024-11-24
PU02757,C257,P13,Raincoat,Clothing & Apparel,66.83,2024-06-27
PU02759,C472,P31,Office Chair,Home & Furniture,401.6,2024-02-24
PU02760,C214,P44,Bed Frame,Home & Furniture,447.46,2024-08-21
PU02761,C168,P104,Art Book,Books & Stationery,40.28,2024-04-25
PU02762,C415,P114,Play Kitchen Set,Toys & Games,41.45,2024-11-21
PU02763,C498,P17,Laptop,Tech & Electronics,320.8,2024-09-23
PU02764,C341,P90,Smart Key Finder,Accessories & Lifestyle,145.28,2024-12-12
PU02765,C337,P17,Laptop,Tech & Electronics,324.02,2024-12-12
PU02767,C310,P54,Rice Cooker,Kitchen & Appliances,175.64,2024-09-16
PU02768,C139,P08,Polo Shirt,Clothing & Apparel,30.44,2024-09-25
PU02769,C336,P41,Wardrobe,Home & Furniture,54.86,2024-07-26
PU02771,C238,P09,Swimwear,Clothing & Apparel,92.72,2024-12-15
PU02772,C366,P97,Planner,Books & Stationery,23.86,2024-02-22
PU02775,C095,P29,Portable Power Bank,Tech & Electronics,229.07,2024-06-07
PU02776,C486,P17,Laptop,Tech & Electronics,50.51,2024-12-24
PU02778,C449,P53,Food Processor,Kitchen & Appliances,162.01,2024-03-27
PU02779,C067,P49,Electric Kettle,Kitchen & Appliances,174.08,2024-02-04
PU02781,C208,P59,Dish Rack,Kitchen & Appliances,115.3,2024-11-16
PU02782,C459,P25,Digital Camera,Tech & Electronics,275.43,2024-04-27
PU02783,C383,P103,Language Workbook,Books & Stationery,25.39,2024-12-28
PU02784,C303,P78,Wallet,Accessories & Lifestyle,130.94,2024-07-15
PU02785,C248,P21,Bluetooth Speaker,Tech & Electronics,396.3,2024-02-07
PU02786,C080,P79,Sunglasses,Accessories & Lifestyle,69.74,2024-03-07
PU02788,C482,P100,Comic Book,Books & Stationery,35.52,2024-07-06
PU02789,C081,P17,Laptop,Tech & Electronics,468.49,2024-04-25
PU02790,C323,P83,Luggage Set,Accessories & Lifestyle,133.97,2024-01-15
PU02791,C443,P83,Luggage Set,Accessories & Lifestyle,147.06,2024-12-13
PU02792,C188,P29,Portable Power Bank,Tech & Electronics,126.89,2024-12-23
PU02793,C344,P59,Dish Rack,Kitchen & Appliances,171.66,2024-10-09
PU02794,C079,P98,Children's Storybook,Books & Stationery,32.51,2024-12-13
PU02795,C223,P48,Air Fryer,Kitchen & Appliances,96.87,2024-11-29
PU02798,C385,P83,Luggage Set,Accessories & Lifestyle,56.35,2024-11-11
PU02799,C156,P86,Phone Case,Accessories & Lifestyle,40.14,2024-02-15
PU02800,C300,P49,Electric Kettle,Kitchen & Appliances,559.29,2024-11-21
PU02801,C498,P59,Dish Rack,Kitchen & Appliances,280.9,2024-08-04
PU02803,C110,P50,Cookware Set,Kitchen & Appliances,297.02,2024-01-23
PU02804,C065,P98,Children's Storybook,Books & Stationery,34.27,2024-05-17
PU02805,C396,P14,Joggers,Clothing & Apparel,52.01,2024-02-24
PU02807,C400,P88,Jewelry Box,Accessories & Lifestyle,162.52,2024-12-19
PU02809,C424,P102,Self-Help Book,Books & Stationery,46.68,2024-11-05
PU02811,C386,P84,Watch,Accessories & Lifestyle,125.05,2024-03-13
PU02812,C108,P32,Standing Desk,Home & Furniture,396.98,2024-02-24
PU02813,C207,P36,Sofa,Home & Furniture,963.78,2024-11-24
PU02814,C317,P52,Espresso Machine,Kitchen & Appliances,105.63,2024-02-08
PU02815,C384,P06,Running Shorts,Clothing & Apparel,18.17,2024-04-13
PU02816,C456,P31,Office Chair,Home & Furniture,696.16,2024-01-09
PU02818,C455,P71,Pull-Up Bar,Fitness & Sports,28.88,2024-04-19
PU02819,C083,P47,Microwave Oven,Kitchen & Appliances,280.85,2024-12-22
PU02820,C397,P99,History Book,Books & Stationery,36.52,2024-01-15
PU02821,C134,P05,Casual Sneakers,Clothing & Apparel,19.74,2024-12-01
PU02822,C176,P06,Running Shorts,Clothing & Apparel,74.83,2024-08-18
PU02823,C097,P55,Ice Cream Maker,Kitchen & Appliances,237.61,2024-04-08
PU02824,C343,P119,Dollhouse,Toys & Games,65.59,2024-05-17
PU02825,C107,P84,Watch,Accessories & Lifestyle,13.77,2024-09-29
PU02826,C384,P33,Bookshelf,Home & Furniture,118.03,2024-03-02
PU02827,C198,P100,Comic Book,Books & Stationery,48.45,2024-02-02
PU02828,C288,P91,Novel,Books & Stationery,39.65,2024-04-10
PU02829,C131,P48,Air Fryer,Kitchen & Appliances,260.01,2024-03-22
PU02830,C015,P09,Swimwear,Clothing & Apparel,202.63,2024-11-29
PU02832,C450,P38,Recliner Chair,Home & Furniture,84.68,2024-02-10
PU02833,C115,P27,VR Headset,Tech & Electronics,480.09,2024-05-25
PU02834,C318,P41,Wardrobe,Home & Furniture,352.52,2024-06-18
PU02836,C184,P61,Tennis Racket,Fitness & Sports,248.83,2024-11-25
PU02837,C033,P39,Patio Set,Home & Furniture,129.05,2024-08-25
PU02839,C447,P82,Key Organizer,Accessories & Lifestyle,196.84,2024-04-08
PU02841,C259,P48,Air Fryer,Kitchen & Appliances,276.06,2024-10-22
PU02842,C416,P83,Luggage Set,Accessories & Lifestyle,116.82,2024-11-13
PU02843,C184,P71,Pull-Up Bar,Fitness & Sports,223.32,2024-07-13
PU02844,C411,P31,Office Chair,Home & Furniture,452.04,2024-12-30
PU02845,C073,P21,Bluetooth Speaker,Tech & Electronics,57.58,2024-06-23
PU02846,C204,P79,Sunglasses,Accessories & Lifestyle,127.72,2024-08-03
PU02848,C429,P68,Skipping Rope,Fitness & Sports,511.36,2024-12-08
PU02849,C221,P103,Language Workbook,Books & Stationery,44.1,2024-07-09
PU02851,C366,P71,Pull-Up Bar,Fitness & Sports,199.83,2024-04-20
PU02852,C142,P14,Joggers,Clothing & Apparel,69.63,2024-01-10
PU02853,C492,P35,Bedside Table,Home & Furniture,384.0,2024-02-01
PU02855,C299,P08,Polo Shirt,Clothing & Apparel,64.99,2024-04-19
PU02856,C422,P42,Storage Ottoman,Home & Furniture,198.95,2024-10-06
PU02857,C072,P114,Play Kitchen Set,Toys & Games,8.6,2024-02-18
PU02858,C234,P23,4K TV,Tech & Electronics,446.81,2024-12-21
PU02860,C101,P24,Streaming Stick,Tech & Electronics,500.78,2024-03-24
PU02862,C158,P87,Umbrella,Accessories & Lifestyle,97.23,2024-12-23
PU02863,C197,P11,Athletic Socks,Clothing & Apparel,43.79,2024-01-05
PU02864,C487,P54,Rice Cooker,Kitchen & Appliances,257.64,2024-12-19
PU02865,C343,P08,Polo Shirt,Clothing & Apparel,26.58,2024-02-14
PU02866,C403,P59,Dish Rack,Kitchen & Appliances,223.56,2024-07-09
PU02867,C017,P97,Planner,Books & Stationery,43.56,2024-02-02
PU02868,C245,P19,Smartwatch,Tech & Electronics,349.23,2024-10-29
PU02870,C375,P110,Stuffed Animal,Toys & Games,36.92,2024-09-07
PU02871,C178,P19,Smartwatch,Tech & Electronics,408.58,2024-07-17
PU02873,C101,P23,4K TV,Tech & Electronics,963.62,2024-01-29
PU02874,C080,P30,Desktop Computer,Tech & Electronics,276.59,2024-12-06
PU02875,C429,P97,Planner,Books & Stationery,69.92,2024-09-11
PU02876,C248,P11,Athletic Socks,Clothing & Apparel,76.36,2024-04-14
PU02879,C293,P104,Art Book,Books & Stationery,30.62,2024-11-14
PU02880,C177,P120,Toy Train Set,Toys & Games,54.05,2024-01-14
PU02881,C339,P08,Polo Shirt,Clothing & Apparel,40.27,2024-02-03
PU02883,C102,P91,Novel,Books & Stationery,48.99,2024-03-17
PU02884,C460,P24,Streaming Stick,Tech & Electronics,331.77,2024-04-09
PU02885,C163,P59,Dish Rack,Kitchen & Appliances,278.49,2024-04-08
PU02886,C383,P47,Microwave Oven,Kitchen & Appliances,135.59,2024-11-21
PU02887,C081,P09,Swimwear,Clothing & Apparel,43.04,2024-10-09
PU02890,C071,P11,Athletic Socks,Clothing & Apparel,20.61,2024-11-22
PU02891,C064,P32,Standing Desk,Home & Furniture,93.12,2024-10-07
PU02892,C381,P37,Coffee Table,Home & Furniture,395.57,2024-12-11
PU02894,C110,P19,Smartwatch,Tech & Electronics,454.72,2024-03-14
PU02895,C362,P27,VR Headset,Tech & Electronics,152.64,2024-04-16
PU02896,C122,P94,Travel Guide,Books & Stationery,33.57,2024-10-03
